1.collectionobject.catalogNumber,1.collectionobject.projectNumber,"1,9-determinations,4.taxon.Life","1,9-determinations,4.taxon.Kingdom","1,9-determinations,4.taxon.Phylum","1,9-determinations,4.taxon.Class","1,9-determinations,4.taxon.Order","1,9-determinations,4.taxon.Suborder","1,9-determinations,4.taxon.Infraorder","1,9-determinations,4.taxon.Superfamily","1,9-determinations,4.taxon.Family","1,9-determinations,4.taxon.Subfamily","1,9-determinations,4.taxon.Tribe","1,9-determinations,4.taxon.Genus","1,9-determinations,4.taxon.Subgenus","1,9-determinations,4.taxon.Species","1,9-determinations,4.taxon.Subspecies","1,9-determinations,4.taxon.fullName","1,10,2,3.geography.Continent","1,10,2,3.geography.Country","1,10,2,3.geography.State","1,10,2,3.geography.County","1,10,2,3.geography.fullName","1,10,2.locality.localityName","1,10,2.locality.latitude1","1,10,2.locality.longitude1","1,10.collectingevent.startDate","1,10.collectingevent.endDate"
ZMB_Orth_BThorkarS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,karschi,,"Horatosphaga karschi (Rehn, 1914)",Africa,Rwanda,,,"Rwanda, Africa",Mohasi See (Ruanda) [Lake Mohasi],,,29.07.1907,
ZMB_Orth_BThorkasS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,kasindina =,,"Horatosphaga kasindina = Rehn, 1914",Africa,Democratic Republic of the Congo,,,"Democratic Republic of the Congo, Africa",Steppe near Kasindi,,,01.01.1908,31.01.1908
ZMB_Orth_BThorlinS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,linearis,,"Horatosphaga linearis (Rehn, 1914)",Africa,Uganda,,,"Uganda, Africa",Mporo Posten,,,01.07.1907,
ZMB_Orth_BThormerS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,meruensis,,"Horatosphaga meruensis (Sjöstedt, 1909)",Africa,Kenya,,,"Kenya, Africa","Ngare nanyuki, Meru Nieder. (Niederungen)",-3.1500000000,39.8500000000,01.10.1905,31.10.1905
ZMB_Orth_BThornomS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,nomina,,"Horatosphaga nomina (Karsch, 1896)",Africa,Tanzania,,,"Tanzania, Africa",Mpwapwa [= Mpapua],,,05.06.1890,
ZMB_Orth_BThornomS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,nomina,,"Horatosphaga nomina (Karsch, 1896)",Africa,Tanzania,,,"Tanzania, Africa",Mpwapwa [= Mpapua],,,07.06.1890,
ZMB_Orth_BThornomS03,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,nomina,,"Horatosphaga nomina (Karsch, 1896)",Africa,Tanzania,,,"Tanzania, Africa",Mpwapwa [= Mpapua],,,07.06.1890,
ZMB_Orth_BThorretHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,reticulata =,,"Horatosphaga reticulata = (Karsch, 1889)",Africa,Tanzania,,,"Tanzania, Africa",Lake Tanganyika,,,,
ZMB_Orth_BThorrobHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,robusta =,,"Horatosphaga robusta = Rehn, 1914",Africa,Democratic Republic of the Congo,,,"Democratic Republic of the Congo, Africa",primary forest 90 km west of Albert-Edward-Nyanza,,,,
ZMB_Orth_BThorserS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,serrifera,,"Horatosphaga serrifera Schaum, 1853",Africa,Mozambique,,,"Mozambique, Africa",Mozambique,,,,
ZMB_Orth_BThorserS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,serrifera,,"Horatosphaga serrifera Schaum, 1853",Africa,Tanzania,,,"Tanzania, Africa",Lindi – Massasi,,,17.04.1897,
ZMB_Orth_BThorstuHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,stuhlmanni,,"Horatosphaga stuhlmanni (Karsch, 1896)",Africa,Uganda,,,"Uganda, Africa",Bugindi,,,11.07.1891,
ZMB_Orth_BThorstyHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,stylifera,,"Horatosphaga stylifera (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya – Waterberg,,,,
ZMB_Orth_BThorstyHTMR,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,stylifera,,"Horatosphaga stylifera (Karny, 1910)",Africa,Namibia,Windhoek,,"Windhoek, Namibia, Africa",Windhoek (Windhuk),-22.5666666667,17.0666666667,,
ZMB_Orth_BThorvosS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya,,,,
ZMB_Orth_BThorvosS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya,,,,
ZMB_Orth_BThorvosS03,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya,,,,
ZMB_Orth_BThorvosS04,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya,,,,
ZMB_Orth_BThorvosS05,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya,,,,
ZMB_Orth_BThorvosS06,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya,,,,
ZMB_Orth_BThorvosS07,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Kung-Buschmannland,,,,
ZMB_Orth_BThorvosS08,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya,,,,
ZMB_Orth_BThorvosS09,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Acrometopini,Horatosphaga,,vosseleri =,,"Horatosphaga vosseleri = (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Okahandya,,,,
ZMB_Orth_BTinsxylF01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Insarini,Insara,,tolteca,,"Insara tolteca (Saussure, 1859)",North America,Mexico,,,"Mexico, North America",Mexico,,,,
ZMB_Orth_BTisoacuP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,acuminata,,"Isophya acuminata Brunner v. Wattenwyl, 1878",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Amasia [= Amasya],40.6500000000,35.8500000000,01.01.1860,31.12.1860
ZMB_Orth_BTisoanaP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,anatolica,,"Isophya anatolica Ramme, 1951",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Beysehir [Beyschehir] Prov. Konya,37.6833333333,31.7166666667,25.05.1931,
ZMB_Orth_BTisobirHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Noia,,biramosa,,"Noia biramosa (Karsch, 1888)",Africa,Tanzania,,,"Tanzania, Africa",Usambara,,,01.02.1886,31.03.1886
ZMB_Orth_BTisobivHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,bivittata,,"Isophya bivittata Uvarov, 1921",Europe,Russia,Transcaucasia,,"Transcaucasia, Russia, Europe",Chotchal-Dagh near Lagodechi,,,03.08.1916,
ZMB_Orth_BTisobreATF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,brevicauda,,"Isophya brevicauda Ramme, 1931",Europe,Croatia,,,"Croatia, Europe",Krapina,46.0000000000,15.8666666667,01.08.1929,31.08.1929
ZMB_Orth_BTisobreHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,brevicauda,,"Isophya brevicauda Ramme, 1931",Europe,Croatia,,,"Croatia, Europe",Samobor near Zagreb,45.8000000000,15.7166666667,01.08.1929,31.08.1929
ZMB_Orth_BTisoburS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,burmevi =,,"Isophya burmevi = Nedelkov, 1907",Europe,Bulgaria,,,"Bulgaria, Europe",Tschirpan,,,,
ZMB_Orth_BTisocasHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,caspica,caspica,"Isophya caspica caspica Ramme, 1929",Asia,Iran,Mazandaran,,"Mazandaran, Iran, Asia","Barfurush [= Babol], Caspian Coast",36.5666666667,52.6500000000,07.07.1927,
ZMB_Orth_BTisocauATF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,caucasica =,,"Isophya caucasica = Uvarov, B. P., 1921",Asia,Georgia,,,"Georgia, Asia",Gudaur prov. Tiflis [= Tbilisi],42.7000000000,44.6166666667,25.08.1915,
ZMB_Orth_BTisocauHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,caucasica =,,"Isophya caucasica = Uvarov, B. P., 1921",Asia,Georgia,,,"Georgia, Asia",Gudaur prov. Tiflis [= Tbilisi],42.7000000000,44.6166666667,25.08.1915,
ZMB_Orth_BTisocheATF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,chersonensis =,,"Isophya chersonensis = Ramme, 1920",Europe,Russia,Russia (South),,"Russia (South), Russia, Europe",Falzfeinowo on Dnjepr,,,12.05.1914,07.06.1914
ZMB_Orth_BTisocheHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,chersonensis =,,"Isophya chersonensis = Ramme, 1920",Europe,Russia,Russia (South),,"Russia (South), Russia, Europe",Falzfeinowo on Dnjepr,,,12.05.1914,07.06.1914
ZMB_Orth_BTisocheS03,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,chersonensis =,,"Isophya chersonensis = Ramme, 1920",Europe,Russia,Russia (South),,"Russia (South), Russia, Europe",Falzfeinowo on Dnjepr,,,12.05.1914,07.06.1914
ZMB_Orth_BTisoharP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,harzi,,"Isophya harzi Kis, 1960",Europe,Romania,,,"Romania, Europe",Cozia,,,20.08.1959,
ZMB_Orth_BTisohosS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,hospodar,,"Isophya hospodar (Saussure, 1898)",Europe,Romania,Dobruja,,"Dobruja, Romania, Europe",Mangalia – Lake,43.8333333333,28.5833333333,,
ZMB_Orth_BTisoilkP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,ilkazi,,"Isophya ilkazi Ramme, 1951",Asia,Turkey,Anatolia (north-central),,"Anatolia (north-central), Turkey, Asia","Ilkaz Dagh, north of Ankara [Ilgaz Daglari]",41.0000000000,33.5833333333,12.08.1931,
ZMB_Orth_BTisokalS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,kalishevskii,,"Isophya kalishevskii Adelung, 1907",Europe,Russia,Abchasia (Caucasus) [Abchazkaja Rep.],,"Abchasia (Caucasus) [Abchazkaja Rep.], Russia, Europe",Maruch Mountain,,,01.08.1905,31.08.1905
ZMB_Orth_BTisonerHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,nervosa,,"Isophya nervosa Ramme, 1951",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Huseyn Gazi Dagh near Ankara,,,13.06.1941,
ZMB_Orth_BTisonerP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,nervosa,,"Isophya nervosa Ramme, 1951",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Huseyn Gazi Dagh near Ankara,,,13.06.1941,
ZMB_Orth_BTisonerP02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,nervosa,,"Isophya nervosa Ramme, 1951",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Huseyn Gazi Dagh near Ankara,,,13.06.1941,
ZMB_Orth_BTisonerP03,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,nervosa,,"Isophya nervosa Ramme, 1951",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Etlik,,,10.06.1941,
ZMB_Orth_BTisonerP04,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,nervosa,,"Isophya nervosa Ramme, 1951",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Dikmen,,,,
ZMB_Orth_BTisonerP05,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,nervosa,,"Isophya nervosa Ramme, 1951",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Huseyn Gazi Dagh near Ankara,,,13.06.1941,
ZMB_Orth_BTisoobtHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Isopsera,,obtusa,,"Isopsera obtusa Brunner v. Wattenwyl, 1878",,,,,Earth,"Jisril [or: Iisril], Indes orientalis",,,,
ZMB_Orth_BTisopenS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,pentheri,,"Isophya pentheri Ramme, 1951",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Erdschias Dagh [= Erciyes Dagi],38.5333333333,35.4666666667,,
ZMB_Orth_BTisoretHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,reticulata,,"Isophya reticulata Ramme, 1951",Asia,Turkey,Anatolia (northeast),,"Anatolia (northeast), Turkey, Asia","Pontus, Mountains south of Kerasonda [= Giresun]",40.5000000000,38.5000000000,18.06.1926,
ZMB_Orth_BTisorhoATF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,rhodopensis,,"Isophya rhodopensis Ramme, 1951",Europe,Bulgaria,Rhodope Mountains,,"Rhodope Mountains, Bulgaria, Europe",Karlik,,,01.08.1935,31.08.1935
ZMB_Orth_BTisorhoHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,rhodopensis,,"Isophya rhodopensis Ramme, 1951",Europe,Bulgaria,Rhodope Mountains,,"Rhodope Mountains, Bulgaria, Europe",Karlik,,,01.08.1935,31.08.1935
ZMB_Orth_BTisoschS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,schoenemanni,,"Isophya schoenemanni Karsch, 1889",South America,Chile,Libertator General Bernardo O’Higgins,,"Libertator General Bernardo O’Higgins, Chile, South America","Rengo, Cordilleren [= Andes]",-34.4166666667,-70.8666666667,,
ZMB_Orth_BTisoschS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,schoenemanni,,"Isophya schoenemanni Karsch, 1889",South America,Chile,Libertator General Bernardo O’Higgins,,"Libertator General Bernardo O’Higgins, Chile, South America","Rengo, Cordilleren [= Andes]",-34.4166666667,-70.8666666667,,
ZMB_Orth_BTisoshaP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,shaposhnikovi =,,"Isophya shaposhnikovi = Miram, 1938",Europe,Russia,Russia (South),,"Russia (South), Russia, Europe","Maikop, Kuban area",45.3333333333,37.5000000000,30.06.1911,
ZMB_Orth_BTisosikS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,sikorai,,"Isophya sikorai Ramme, 1951",Asia,Turkey,Anatolia (east),,"Anatolia (east), Turkey, Asia",Söort (= Siirt) near Bitlis,38.3666666667,42.1000000000,,
ZMB_Orth_BTisosteATF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,stenocauda,,"Isophya stenocauda Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Çorum,40.5500000000,34.9666666667,15.06.1931,
ZMB_Orth_BTisosteHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,stenocauda,,"Isophya stenocauda Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Çorum,40.5500000000,34.9666666667,15.06.1931,
ZMB_Orth_BTisosurATF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,sureyai,,"Isophya sureyai Ramme, 1951",Asia,Turkey,Sivas,,"Sivas, Turkey, Asia",Sebin–Karahissar,,,,
ZMB_Orth_BTisosurHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,sureyai,,"Isophya sureyai Ramme, 1951",Asia,Turkey,Sivas,,"Sivas, Turkey, Asia",Sebin–Karahissar,,,,
ZMB_Orth_BTisotenP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,tenuicerca =,,"Isophya tenuicerca = Ramme, 1931",Europe,,,,Europe,Avala near Belgrade,44.7500000000,20.5833333333,,
ZMB_Orth_BTisotenP02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,tenuicerca =,,"Isophya tenuicerca = Ramme, 1931",Europe,Greece,Thrakikon Pelagos,,"Thrakikon Pelagos, Greece, Europe",Samothraki,40.5000000000,25.5333333333,01.07.1933,06.07.1933
ZMB_Orth_BTisotraS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,transcaucasica,,"Isophya transcaucasica Ramme, 1930",Asia,Georgia,Transcaucasia,,"Transcaucasia, Georgia, Asia",Bakuriani,41.7666666667,43.5333333333,10.09.1927,13.09.1927
ZMB_Orth_BTisotscS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,tschirpanensis =,,"Isophya tschirpanensis = Nedelkov, 1907",Europe,Bulgaria,,,"Bulgaria, Europe",Tschirpan,,,,
ZMB_Orth_BTisovulP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,vulgaris =,,"Isophya vulgaris = Miram, 1938",Europe,Russia,,,"Russia, Europe",Vasyutinskaja near Krasnodar,45.0000000000,39.0000000000,01.06.1930,
ZMB_Orth_BTisovulP02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,vulgaris =,,"Isophya vulgaris = Miram, 1938",Europe,Russia,,,"Russia, Europe",Atishko Mountain near Krasnaja Poljana,,,,
ZMB_Orth_BTisozerP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,zernovi,,"Isophya zernovi Miram, 1938",Europe,Russia,Gruzia,,"Gruzia, Russia, Europe",environs of Batumi [Batum],41.6333333333,41.6333333333,19.05.1910,
ZMB_Orth_BTisozerP02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Isophya,,zernovi,,"Isophya zernovi Miram, 1938",Europe,Russia,Caucasus,,"Caucasus, Russia, Europe",Agundir near Olty,,,,
ZMB_Orth_BTkevponP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Kevanophisis,,ponapensis,,"Kevanophisis ponapensis Jin, 1992",Oceania,,,,Oceania,"Ponape I., Patapat",,,30.10.1913,15.11.1913
ZMB_Orth_BTkevponP02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Kevanophisis,,ponapensis,,"Kevanophisis ponapensis Jin, 1992",Oceania,,,,Oceania,"Ponape I., Patapat",,,30.10.1913,15.11.1913
ZMB_Orth_BTkevponP03,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Kevanophisis,,ponapensis,,"Kevanophisis ponapensis Jin, 1992",Oceania,,,,Oceania,"Ponape I., Patapat",,,30.10.1913,15.11.1913
ZMB_Orth_BTkevponP04,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Kevanophisis,,ponapensis,,"Kevanophisis ponapensis Jin, 1992",Oceania,,,,Oceania,"Ponape I., Patapat",,,30.10.1913,15.11.1913
ZMB_Orth_BTleilaeS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Cocconotini,Leiobliastes,,laevis,,"Leiobliastes laevis Beier, 1960",South America,Peru,,,"Peru, South America",Ob Madre de Dios,,,,
ZMB_Orth_BTlesensF02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Conocephalinae,Agraeciini,Lesina,,ensifer,,"Lesina ensifer (Brulle, 1835)",,,,,Earth,,,,,
ZMB_Orth_BTlesensM01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Conocephalinae,Agraeciini,Lesina,,ensifer,,"Lesina ensifer (Brulle, 1835)",Asia,Indonesia,,,"Indonesia, Asia",Java,,,,
ZMB_Orth_BTlesvagS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Conocephalinae,Agraeciini,Lesina,,vaginata,,"Lesina vaginata (Karny, 1923)",Asia,Malaysia,,,"Malaysia, Asia",Malacca,,,,
ZMB_Orth_BTleuconS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Leurophyllum,,consanguineum,,"Leurophyllum consanguineum (Serville, 1839)",South America,Suriname,,,"Suriname, South America",Paramaribo,,,,
ZMB_Orth_BTleutenS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Leurophyllum,,tenebrosum,,"Leurophyllum tenebrosum (Brunner v. Wattenwyl, 1895)",South America,Bolivia,Sara,,"Sara, Bolivia, South America",St. Cruz de la Sierra,,,01.01.1904,30.04.1904
ZMB_Orth_BTleutenS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Leurophyllum,,tenebrosum,,"Leurophyllum tenebrosum (Brunner v. Wattenwyl, 1895)",South America,Bolivia,Sara,,"Sara, Bolivia, South America",Sara,,,,
